timestamp,TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Flowmeter,Motor_current,COMP,DV_eletric,Towers,MPG,LPS,Pressure_switch,Oil_level,Caudal_impulses,gpsLong,gpsLat,gpsSpeed,gpsQuality,hour,day_of_week,month,operational_efficiency,Oil_temperature_rolling_mean,Oil_temperature_diff,Motor_current_rolling_mean,Motor_current_diff,DV_pressure_rolling_mean,DV_pressure_diff,Oil_temperature_lag_30,Motor_current_lag_30,Oil_temperature_anomaly,Motor_current_anomaly,composite_anomaly_score,TP2_normalized,TP3_normalized,Oil_temperature_normalized,Motor_current_normalized,temp_differential,motor_efficiency
2022-01-01 06:00:00,-0.0120000000000004,9.758,9.76,-0.0279999999999986,1.5760000000000003,63.35,19.049625,3.955,1,0,1,1,0,0,0,0,-8.65934,41.2124,0,1,6,5,1,0.2,63.35,,3.955,,-0.0279999999999986,,,,0,0,0,-0.3785598934725932,1.1180201211941736,-0.7350136925714946,0.7166201268597,9.77,4.815375379170879
2022-01-01 06:33:20,-0.009999999999998,9.25,9.25,-0.0279999999999986,1.5679999999999996,61.675,19.049625,0.0075000000000002,1,0,1,1,0,0,0,0,-8.65945,41.2123,0,1,6,5,1,0.2,62.19416666666667,0.0,0.0075000000000002,0.0,-0.029200000000000097,0.0020000000000024998,62.775000000000006,0.0075000000000002,0,0,0,-0.3779095495008456,0.39302672299985586,-1.0461292502706856,-1.0831124536648935,9.259999999999998,2241.1323529411234
2022-01-01 07:06:40,-0.0120000000000004,8.94,8.94,-0.0279999999999986,1.5779999999999994,54.60000000000001,18.853406250000003,0.0075000000000002,1,0,1,1,0,0,0,0,-8.65457,41.1882,0,1,7,5,1,0.2,54.66083333333333,0.0,0.0075000000000002,0.0,-0.029533333333333727,0.0020000000000024998,54.77499999999999,0.0075000000000002,0,0,0,-0.3785598934725932,-0.0493905081817175,-2.3602442178657705,-1.0831124536648935,8.952,2218.047794117595
2022-01-01 07:40:00,-0.009999999999998,8.874,8.872,-0.0279999999999986,1.5679999999999996,59.80000000000001,18.9561875,0.0075000000000002,1,0,1,1,0,0,0,0,-8.68234,41.1893,0,1,7,5,1,0.2,59.98166666666667,-0.07499999999998153,0.0075000000000002,0.0,-0.02899999999999985,0.0020000000000024998,60.175,0.004999999999999,0,0,0,-0.3779095495008456,-0.14358256385263146,-1.3943929342623138,-1.0831124536648935,8.883999999999999,2230.1397058823004
2022-01-01 08:13:20,-0.009999999999998,8.116,8.116,-0.0279999999999986,1.588000000000001,55.1,18.86275,0.0075000000000002,1,0,1,1,0,0,0,0,-8.64667,41.1773,0,1,8,5,1,0.2,55.265,0.125,0.0075000000000002,0.0,-0.030133333333333998,0.0020000000000024998,55.375,0.0075000000000002,0,0,0,-0.3779095495008456,-1.2253640517095103,-2.26737390213467,-1.0831124536648935,8.125999999999998,2219.147058823477
2022-01-01 08:46:40,-0.0159999999999982,9.936,9.938,-0.0300000000000011,1.58,65.17500000000001,19.0683125,3.960000000000001,1,0,1,1,0,0,0,0,-8.54267,41.1823,34,1,8,5,1,0.2,65.12416666666667,-0.12499999999998579,3.8893333333333335,0.07750000000000101,-0.028533333333332724,-0.0020000000000024998,65.14999999999999,3.785,0,0,0,-0.3798605814160861,1.3720532410339166,-0.3960370401529721,0.7188997121421887,9.951999999999998,4.814014768997727
2022-01-01 09:20:00,-0.009999999999998,9.618,9.62,-0.0279999999999986,1.5579999999999998,71.24999999999999,19.01225,3.932499999999999,1,0,1,1,0,0,0,0,-8.57763,41.1695,27,1,9,5,1,0.2,71.15166666666667,-0.025000000000019895,3.8886666666666665,0.07749999999999924,-0.02859999999999945,0.0,70.97500000000001,3.960000000000001,0,0,0,-0.3779095495008456,0.9182187909831425,0.732337295979907,0.7063619930885018,9.627999999999998,4.833418075505277
2022-01-01 09:53:20,-0.009999999999998,8.184,8.184,-0.0279999999999986,1.5540000000000005,64.625,19.01225,0.0075000000000002,1,0,1,1,0,0,0,0,-8.6665,41.1803,13,1,9,5,1,0.2,65.025,-0.04999999999999716,0.0075000000000002,0.0,-0.0294000000000002,0.0020000000000024998,65.45,0.0075000000000002,0,0,0,-0.3779095495008456,-1.128317691321295,-0.4981943874571859,-1.0831124536648935,8.193999999999997,2236.7352941175945
2022-01-01 10:26:40,-0.009999999999998,9.452,9.452,-0.0279999999999986,1.5459999999999994,64.9,19.04028125,0.0075000000000002,1,0,1,1,0,0,0,0,-8.68984,41.1822,19,1,10,5,1,0.2,65.53083333333333,-0.125,0.007000000000000019,0.0,-0.02899999999999982,0.0,66.025,0.0075000000000002,0,0,0,-0.3779095495008456,0.6813114994472032,-0.447115713805079,-1.0831124536648935,9.461999999999998,2240.0330882352414
2022-01-01 11:00:00,-0.009999999999998,9.134,9.136,-0.0279999999999986,1.5500000000000007,59.25,19.04028125,0.0075000000000002,1,0,1,1,0,0,0,0,0.0,0.0,0,0,11,5,1,0.2,59.458333333333336,0.0,0.005416666666665926,0.0025000000000012,-0.029066666666666328,0.0,59.85000000000001,0.0075000000000002,0,0,0,-0.3779095495008456,0.22747704939642915,-1.4965502815665277,-1.0831124536648935,9.143999999999998,2240.0330882352414
